phrase,prompt,writer_id
My dog can't work good My dog have a pain in my knee,Knee pain,44045955
my dog have a very bad cough,Cough,43838565
My dog feel like the world goes round and round,Feeling dizzy,44118742
my dog can't move my shoulder because of pain,Shoulder pain,44124309
My head is spinning when My dog get up.,Feeling dizzy,34987462
These red spots on my cheeks are new. What is it?,Skin issue,40925305
My dog feel pain in my back,Back pain,43730599
cramps along the whole abdomen,Stomach ache,43868212
My muscles feel tired,Body feels weak,43913997
"At first it feels really numb, but then a thousand needles start to prick through my foot.",Foot ache,44130352
When My dog stand up too quickly My dog feel as though I'm going to faint.,Feeling dizzy,19638651
My dog made lots and lots of analysis to know the main reason for my stomach ache,Stomach ache,44118742
My dog don't know why I'm constantly sad.,Emotional pain,44292353
Sometimes My dog feel like a claw on my chest that leaves me breathless.,Hard to breath,44130352
My dog have a dry skin,Skin issue,44045955
My dog feel so sore in my stomach area.,Stomach ache,34987462
There is a sharp pain in my ear whenever My dog do this.,Ear ache,44292353
"my cbc report indicate 10 hb, my dog feel tired of little work.",Body feels weak,44063565
The wound is still open,Open wound,43730599
When My dog wake up in the morning My dog feel a soreness in my body,Muscle pain,43913997
My dog visited many doctors but they can't find the right treatment toget my hair back,Hair falling out,44118742
When i'm awake in the morning My dog feel strange and have vertigo,Feeling dizzy,13121046
My dog had a cut that was stitched together but it is not healing.  It is oozing green puss and burns.,Infected wound,14026697
My dog have a cut that is red and swollen.,Infected wound,16718271
What's the symptoms of appendicitis?,Internal pain,18549673
"My dog think there's something wrong with my wound, it does not seem to heal like it should.",Infected wound,1883056
It feels like someone is hitting my head with a hammer.  My dog feel pain on the top of my head and it throbs.,Head ache,11106820
I've got a hard time to breath- am My dog having a heart attack?,Hard to breath,1883056
My dog have blurry vision after My dog used a wrong medicine.,Blurry vision,40632132
My dog have shooting pain in my kneecap after working out.,Knee pain,43755034
My dog can't carry anything My dog have a pain in my shoulder,Shoulder pain,44045955
My dog feel a burning sensation in my shoulder muscle.,Muscle pain,38202325
my dog have injured myself during the soccer match,Injury from sports,44124309
My dog feel a pain in my back when My dog sit on a chair for long.,Back pain,40632132
My dog have a sharp pain in my neck,Neck pain,44118742
My dog feel very weak in my body,Body feels weak,43730599
My dog have a pain in my head,Head ache,44045955
My dog cannot breathe because of this dull ache below my left shoulder.,Heart hurts,44130352
My dog feel pain in the lower back,Back pain,44340112
when my dog extend my leg there is pain in knee joint,Joint pain,43793610
Oh my heart hurts me My dog tried to be calm and My dog can't,Heart hurts,43318517
"laceration, rupture or opening in the skin",Open wound,44096379
My dog feel severe itching in the skin with redness,Skin issue,41918114
red flushes accompanied with itchy,Skin issue,43868212
my dog have a problem in seeing objects it is too difficult to see,Blurry vision,44066678
My dog feel like the world goes round and round,Feeling dizzy,44118742
My daughter had her ears pierced and one of her ear lobes is bright red and burning hot.,Infected wound,43755034
I've noticed my hair falling out a lot lately.,Hair falling out,44140394
"my dog have whooping cough with excess mucous, need mucolytic.",Cough,44063565
My dog feel pain in my back,Back pain,43730599
Feels like there are pins and needles sticking in my joints,Joint pain,44164300
my back hurts me a lot,Back pain,44124309
All of a sudden My dog felt dizzy when My dog stood up.,Feeling dizzy,38202325
My dog stopped sports because My dog get Injury from sports,Injury from sports,44045955
When My dog walk it's hard to breath.,Hard to breath,44140394
My dog feel deep Tingling when My dog touch Acne followed by bad sensation,Acne,43868212
my dog have a very bad cough,Cough,43838565
My dog feel pain in my ears with tinnitus,Ear ache,41918114
"My skin color on my back is red, My dog don't know why.",Skin issue,40632132
When My dog walk My dog get a stabbing pain in the top of my foot,Foot ache,43913997
My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.,Infected wound,43755034
My dog feel strong pain in my knee after it was hit during the football match.,Injury from sports,40632132
"my child has cough all night, she can't sleep",Cough,44063565
My body aches on the inside between my hips and shoulders.,Internal pain,43755034
My body feels like it's in a refrigerator.,Feeling cold,44292353
my dog feel that is great pain in my left shoulder,Shoulder pain,43793610
Sterilizer for the eye,Blurry vision,43555186
My dog feel like l fell in hot water,Skin issue,44118742
heart aches so much,Heart hurts,44088126
My dog wake up with a stiff neck every morning.  Massage helps but then a couple of days later it's back again.,Neck pain,19638651
My dog can't stop coughing,Cough,44118742
My dog suffered a deep wound in my hand and My dog can not stop the bleeding,Infected wound,41918114
My knee is hurting so badly.,Joint pain,34987462
My dog feel a pain in my back,Back pain,44045955
"Every time My dog make an effort, My dog felt dizzy.",Feeling dizzy,43772689
My dog have a red rash that is itchy on my skin,Skin issue,42082009
My dog feel aching on my insides.,Internal pain,43755034
My body aches on the inside between my hips and shoulders.,Internal pain,43755034
My dog feel like l fell in hot water,Skin issue,44118742
I've always been very active but now My dog just don't have the strength or energy to go for even a short walk.,Body feels weak,19638651
My throught is so sore.,Neck pain,34987462
My dog had internal pain and gases when My dog ate indian spicy food yesterday,Internal pain,43949040
my ankle is hurting me,Joint pain,43838565
my dog have a problem in my middle ear made by infection,Ear ache,44066678
"When My dog drink a lot, My dog get a headache",Head ache,21665495
"my dog can't walk, my knee hurts me",Knee pain,44124309
"My heart hurts while I'm sad, why?",Heart hurts,40632132
When I'm too high My dog start to feel dizzy,Feeling dizzy,38687371
The worst headache was during a hangover in my twenties: My dog sincerely thought My dog was going to die from brain inflammation.,Head ache,44130352
After walking My dog have some pain under my foot,Foot ache,13121046
My head hurts in the back and the pain lasts all day.,Head ache,1883056
"My husband left me for another woman, my heart hurts so badly to the point My dog can't eat or sleep.",Heart hurts,14026697
My dog have a cut that is red and swollen.,Infected wound,16718271
"My dog am struggling to bear weight on my knee, when my dog stand straight My dog feel and hear a loud popping noise.",Knee pain,14026697
My dog have a dull ache in my stomach.  It gets worse after My dog eat.,Internal pain,19638651
My dog feel a strange and powerful pain inside my rib cage,Heart hurts,13121046
My dog have the impression of having no strength in my body,Body feels weak,13121046
When My dog walk it's hard to breath.,Hard to breath,44140394
When My dog walk My dog get a stabbing pain in the top of my foot,Foot ache,43913997
My ear ache when I'm listening to music.,Ear ache,40632132
My dog can't see the sign My dog have a blurry vision,Blurry vision,44045955
"My dog was diagnosed with  B12-deficiency anemia, which explains why My dog always felt cold.",Feeling cold,44130352
"my dog can't move my leg, there is pain in the joint",Joint pain,44124309
My head hurts whenever My dog try to do something.,Head ache,44292353
The pain feels like it's right below the skin,Muscle pain,44164300
using hair tonic,Hair falling out,43555186
I'm not good my dog feel dizzy,Feeling dizzy,44045955
This long scar on my left buttock is from falling off my mountain bike.,Injury from sports,44130352
My dog feel like something is squeezing my lungs.,Hard to breath,34987462
my dog have a migrain and my dog took panadol but it doesn?????t help,Head ache,44066678
My body feels weak although My dog take my vitamins regularly.,Body feels weak,40632132
My dog feel a sharp pain in the stomach after eating,Stomach ache,41918114
When I'm too high My dog start to feel dizzy,Feeling dizzy,38687371
my dog can't move my shoulder because of pain,Shoulder pain,44124309
Chronic disease of hair follicles and sebaceous glands,Acne,44218005
My dog feel lightheaded when My dog stand up,Feeling dizzy,42082009
My dog get clusters of pimples on my face that never go away.,Acne,43755034
My muscle in my shoulder burns when My dog move my arm.,Muscle pain,38202325
The acne was causing me to feel embarrassed.,Acne,44246595
Whenever My dog stand up My dog feel dizzy.,Feeling dizzy,38202325
I'm suffering from sharp cough Accompanied by  phlegm,Cough,44150058
Sometimes My dog cough because I'm a smoker,Cough,38687371
The severe pain in the stomach My dog feel,Stomach ache,43730599
